embedding_model,embedding_size,retrieval_k,llm_model,faithfulness,answer_relevancy,context_recall,context_precision,factual_correctness
all-mpnet-base-v2,768,5,gemini-2.5-pro,0.5634,0.9645,0.7567,0.8400,0.5084
